Date,HS Code,Product,Specific Product,Port of Origin,Country of Destination,Port of Destination,Value(USD),Std Qty,Std Unit,Std Unit Price(USD),Qty,Unit,Value In FC,Unit Rate In FC,Unit Rate Currency,Value(INR),Shipment Mode,Invoice Value INR
01-Jan-20,42022110,LADIES LEATHER BAGS (LAMB LEATHER),Leather,JNPT,France,Le Havre,22567.67,477,NOS,47.31,477,PCS,20415.6,42.8,EUR,1584250.56,Sea,0
31-Dec-19,42022110,LADIES COW LEATHER BAGS,Leather,JNPT,Denmark,Aarhus,1424.5,100,NOS,14.24,100,PCS,1290,12.9,EUR,100000,Sea,0
31-Dec-19,42022110,LADIES COW LEATHER BAGS,Leather,JNPT,Denmark,Aarhus,1552.71,100,NOS,15.53,100,PCS,1410,14.1,EUR,109000,Sea,0
31-Dec-19,42022110,LADIES COW LEATHER BAGS,Leather,JNPT,Denmark,Aarhus,1509.97,100,NOS,15.1,100,PCS,1365,13.65,EUR,106000,Sea,0
30-Dec-19,42022110,LEATHER SHEEP LEATHER BAG,Leather,JNPT,Denmark,Aarhus,5291.46,228,NOS,23.21,228,PCS,5038.8,22.1,EUR,371460.34,Sea,0
28-Dec-19,42022110,LADIES LEATHER BAGS,Leather,JNPT,France,Le Havre,6737.04,165,NOS,40.83,165,PCS,6187.5,37.5,EUR,472940.18,Sea,0
28-Dec-19,42022110,LEATHER HAND BAGS FOR LADIES 18006 (BLAC K/150),Leather,JNPT,Sweden,Stockholm,5662.5,150,NOS,37.75,150,PCS,5662.5,37.75,USD,397507.5,Sea,0
28-Dec-19,42022110,COW LEATHER SHOPPER BAGS,Leather,JNPT,Denmark,Aarhus,9683.42,300,NOS,32.28,300,PCS,9684,32.28,USD,679776.01,Sea,0
28-Dec-19,42022110,LADIES LEATHER HAND BAG 100% COW LEATHER WORKING BAG COLOR NOIR 02,Leather,JNPT,France,Le Havre,25589.1,578,NOS,44.27,578,PCS,23148.9,40.05,EUR,1796354.64,Sea,0
28-Dec-19,42022110,100% LADIES COW LEATHER LAPTOP BAGS,Leather,JNPT,Netherlands,Rotterdam,2667.48,70,NOS,38.11,70,PCS,2415,34.5,EUR,187257.15,Sea,0
28-Dec-19,42022110,100% LADIES COW LEATHER LAPTOP BAGS,Leather,JNPT,Netherlands,Rotterdam,9374.29,246,NOS,38.11,246,PCS,8487,34.5,EUR,658075.37,Sea,0
28-Dec-19,42022110,100% LADIES COW LEATHER BAGS,Leather,JNPT,Netherlands,Rotterdam,24827.82,962,NOS,25.81,962,PCS,24829.22,25.81,USD,1742912.83,Sea,0
28-Dec-19,42022110,100% LADIES BUFF LEATHER BAGS,Leather,JNPT,Netherlands,Rotterdam,29142.28,937,NOS,31.1,937,PCS,29140.7,31.1,USD,2045787.76,Sea,0
27-Dec-19,42022110,LADIES HAND BAG - (MAN MADE SYNTHETIC MA TERIAL) (79 PCS),Leather,Bombay Air,Netherlands,AMSTERDAM SCHIPHOL,174.66,79,NOS,2.21,79,NOS,158,2,EUR,12260.8,Air,0
27-Dec-19,42022110,100% LADIES BUFF LEATHER BAGS,Leather,JNPT,Netherlands,Rotterdam,2051.28,80,NOS,25.64,80,PCS,1860.8,23.26,EUR,144000,Sea,0
27-Dec-19,42022110,LADIES HAND BAG SYNTHETIC,Leather,JNPT,United Arab Emirates,Dubai,2043.2,491,NOS,4.16,491,PCS,2047.47,4.17,USD,143432.82,Sea,0
26-Dec-19,42022110,BUFFALO LEATHER LADIES HAND BAG,Leather,JNPT,France,Le Havre,41018.56,1890,NOS,21.7,1890,PCS,41013,21.7,USD,2879502.99,Sea,0
25-Dec-19,42022110,LADIES LEATHER HAND BAG 100% BUFF ZAVOO LEATHER COLOR 37 TAUPE,Leather,JNPT,Germany,Rotterdam,1010.35,25,NOS,40.41,25,PCS,1010.25,40.41,USD,70926.45,Sea,0
25-Dec-19,42022110,LADIES LEATHER HAND BAG 100% COW DONA LE AHER COLOR 121 BLACK/BLACK,Leather,JNPT,Germany,Rotterdam,2100.29,40,NOS,52.51,40,PCS,2100.4,52.51,USD,147440.02,Sea,0
25-Dec-19,42022110,COW LEATHER HAND BAG,Leather,JNPT,Italy,Ancona,712.25,40,NOS,17.81,40,PCS,650,16.25,EUR,50000,Sea,0
25-Dec-19,42022110,COW LEATHER HAND BAG,Leather,JNPT,Italy,Ancona,1538.46,70,NOS,21.98,70,PCS,1386,19.8,EUR,108000,Sea,0
25-Dec-19,42022110,COW LEATHER HAND BAG,Leather,JNPT,Italy,Ancona,6766.38,180,NOS,37.59,180,PCS,6120,34,EUR,475000,Sea,0
25-Dec-19,42022110,COW LEATHER HAND BAG,Leather,JNPT,Italy,Ancona,6011.4,320,NOS,18.79,320,PCS,5440,17,EUR,422000,Sea,0
25-Dec-19,42022110,COW LEATHER HAND BAG,Leather,JNPT,Italy,Ancona,3247.86,130,NOS,24.98,130,PCS,2938,22.6,EUR,228000,Sea,0
25-Dec-19,42022110,COW LEATHER HAND BAG,Leather,JNPT,Italy,Ancona,2393.16,70,NOS,34.19,70,PCS,2170,31,EUR,168000,Sea,0
25-Dec-19,42022110,COW LEATHER HAND BAG,Leather,JNPT,Italy,Ancona,1068.38,20,NOS,53.42,20,PCS,968,48.4,EUR,75000,Sea,0
25-Dec-19,42022110,COW LEATHER HAND BAG,Leather,JNPT,Italy,Ancona,3561.25,200,NOS,17.81,200,PCS,3220,16.1,EUR,250000,Sea,0
25-Dec-19,42022110,COW LEATHER HAND BAG,Leather,JNPT,Italy,Ancona,868.95,45,NOS,19.31,45,PCS,792,17.6,EUR,61000,Sea,0
25-Dec-19,42022110,LADIES LEATHER HAND BAG 100% BUFF ZAVOO LEATHER COLOR 82 LIGHT GREY,Leather,JNPT,Germany,Rotterdam,6741.81,175,NOS,38.52,175,PCS,6741,38.52,USD,473274.84,Sea,0
25-Dec-19,42022110,LADIES LEATHER HAND BAG 100% COW DONA LE AHER COLOR 155 BLACK/SILVER,Leather,JNPT,Germany,Rotterdam,4023.7,72,NOS,55.88,72,PCS,4023.36,55.88,USD,282464.07,Sea,0
25-Dec-19,42022110,COW LEATHER HAND BAG,Leather,JNPT,Italy,Ancona,5071.23,160,NOS,31.7,160,PCS,4592,28.7,EUR,356000,Sea,0
25-Dec-19,42022110,COW LEATHER HAND BAG,Leather,JNPT,Italy,Ancona,1894.59,70,NOS,27.07,70,PCS,1715,24.5,EUR,133000,Sea,0
25-Dec-19,42022110,COW LEATHER HAND BAG,Leather,JNPT,Italy,Ancona,5313.39,190,NOS,27.97,190,PCS,4807,25.3,EUR,373000,Sea,0
25-Dec-19,42022110,COW LEATHER HAND BAG,Leather,JNPT,Italy,Ancona,826.21,40,NOS,20.66,40,PCS,748,18.7,EUR,58000,Sea,0
25-Dec-19,42022110,COW LEATHER HAND BAG,Leather,JNPT,Italy,Ancona,4572.65,220,NOS,20.78,220,PCS,4136,18.8,EUR,321000,Sea,0
25-Dec-19,42022110,COW LEATHER HAND BAG,Leather,JNPT,Italy,Ancona,1239.32,50,NOS,24.79,50,PCS,1120,22.4,EUR,87000,Sea,0
25-Dec-19,42022110,COW LEATHER HAND BAG,Leather,JNPT,Italy,Ancona,541.31,30,NOS,18.04,30,PCS,490.5,16.35,EUR,38000,Sea,0
25-Dec-19,42022110,COW LEATHER HAND BAG,Leather,JNPT,Italy,Ancona,1766.38,100,NOS,17.66,100,PCS,1600,16,EUR,124000,Sea,0
25-Dec-19,42022110,COW LEATHER HAND BAG,Leather,JNPT,Italy,Ancona,1410.26,50,NOS,28.21,50,PCS,1270,25.4,EUR,99000,Sea,0
25-Dec-19,42022110,COW LEATHER HAND BAG,Leather,JNPT,Italy,Ancona,3974.36,100,NOS,39.74,100,PCS,3590,35.9,EUR,279000,Sea,0
25-Dec-19,42022110,COW LEATHER HAND BAG,Leather,JNPT,Italy,Ancona,356.13,20,NOS,17.81,20,PCS,316,15.8,EUR,25000,Sea,0
25-Dec-19,42022110,COW LEATHER HAND BAG,Leather,JNPT,Italy,Ancona,4316.24,150,NOS,28.77,150,PCS,3900,26,EUR,303000,Sea,0
25-Dec-19,42022110,COW LEATHER HAND BAG,Leather,JNPT,Italy,Ancona,1837.61,70,NOS,26.25,70,PCS,1666,23.8,EUR,129000,Sea,0
25-Dec-19,42022110,COW LEATHER HAND BAG,Leather,JNPT,Italy,Ancona,7763.53,360,NOS,21.57,360,PCS,7020,19.5,EUR,545000,Sea,0
25-Dec-19,42022110,COW LEATHER HAND BAG,Leather,JNPT,Italy,Ancona,4259.26,160,NOS,26.62,160,PCS,3856,24.1,EUR,299000,Sea,0
25-Dec-19,42022110,COW LEATHER HAND BAG,Leather,JNPT,Italy,Ancona,783.48,45,NOS,17.41,45,PCS,706.5,15.7,EUR,55000,Sea,0
25-Dec-19,42022110,COW LEATHER HAND BAG,Leather,JNPT,Italy,Ancona,1068.38,20,NOS,53.42,20,PCS,966,48.3,EUR,75000,Sea,0
25-Dec-19,42022110,COW LEATHER HAND BAG,Leather,JNPT,Italy,Ancona,4857.55,160,NOS,30.36,160,PCS,4400,27.5,EUR,341000,Sea,0
25-Dec-19,42022110,LADIES LEATHER HAND BAG 100% BUFF ZAVOO LEATHER COLOR 01 BLACK,Leather,JNPT,Germany,Rotterdam,9233.96,234,NOS,39.46,234,PCS,9233.64,39.46,USD,648223.83,Sea,0
24-Dec-19,42022110,LADIES COW LEATHER BAGS,Leather,JNPT,Germany,Rotterdam,4145.3,100,NOS,41.45,100,PCS,4145,41.45,USD,291000,Sea,0
24-Dec-19,42022110,LADIES COW LEATHER BAGS,Leather,JNPT,Netherlands,Rotterdam,6566.15,200,NOS,32.83,200,PCS,5940,29.7,EUR,460944,Sea,0
24-Dec-19,42022110,LADIES COW LEATHER BAGS,Leather,JNPT,Germany,Rotterdam,83204.77,2021,NOS,41.17,2021,PCS,83204.57,41.17,USD,5840975.01,Sea,0
24-Dec-19,42022110,LEATHER COW LEATHER BAG,Leather,JNPT,France,Le Havre,11192.31,900,NOS,12.44,900,PCS,10125,11.25,EUR,785700,Sea,0
24-Dec-19,42022110,LADIES COW LEATHER BAGS,Leather,JNPT,Germany,Rotterdam,41864.87,1288,NOS,32.5,1288,PCS,41860,32.5,USD,2938913.84,Sea,0
24-Dec-19,42022110,HAND BAGS OF LEATHER FOR LADIES,Leather,JNPT,Germany,Hamburg,14405.62,900,NOS,16.01,900,PCS,14409,16.01,USD,1011274.63,Sea,0
23-Dec-19,42022110,LADIES LEATHER HAND BAG FOR LADIES 100% COW LEATHER PLUM PYTHON COLOR BLANC 01,Leather,JNPT,France,Le Havre,35548.32,796,NOS,44.66,796,PCS,32158.4,40.4,EUR,2495491.86,Sea,0
23-Dec-19,42022110,LADIES LEATHER HAND BAG FOR LADIES 100% COW LEATHER WORKING BAG COLOR NOIR 02,Leather,JNPT,France,Le Havre,8854.36,200,NOS,44.27,200,PCS,8010,40.05,EUR,621576,Sea,0
23-Dec-19,42022110,100% LADIES COW LEATHER BAGS,Leather,JNPT,Netherlands,Rotterdam,10097.95,525,NOS,19.23,525,PCS,9135,17.4,EUR,708876,Sea,0
23-Dec-19,42022110,LADIES LEATHER HAND BAG FOR LADIES 100% COW LEATHER CAMERA GIRL COLOR NOIR 02,Leather,JNPT,France,Le Havre,6896.4,217,NOS,31.78,217,PCS,6896.26,31.78,USD,484126.97,Sea,0
21-Dec-19,42022110,LEATHER LADIES HAND BAGS : SHOPPING BAG ISIDORA,Leather,JNPT,Germany,Hamburg,145.91,4,NOS,36.48,4,PCS,132,33,EUR,10243.2,Sea,0
21-Dec-19,42022110,LEATHER LADIES HAND BAGS ; BACK PACK ISI DORA,Leather,JNPT,Germany,Hamburg,70.97,2,NOS,35.48,2,PCS,64.2,32.1,EUR,4981.92,Sea,0
21-Dec-19,42022110,LEATHER LADIES HAND BAGS : SHIOLDER BAG ISIDORA,Leather,JNPT,Germany,Hamburg,24.32,1,NOS,24.32,1,PCS,22,22,EUR,1707.2,Sea,0
21-Dec-19,42022110,100% LEATHER BAGS- FAUNA LEATHER HAND BA GS,Leather,JNPT,Germany,Hamburg,5688.37,500,NOS,11.38,500,PCS,5775,11.55,USD,399323.77,Sea,0
21-Dec-19,42022110,LEATHER LADIES HAND BAGS : SHOULDER BAG ISIDORA,Leather,JNPT,Germany,Hamburg,72.96,3,NOS,24.32,3,PCS,66,22,EUR,5121.6,Sea,0
21-Dec-19,42022110,LEATHER LADIES HAND BAGS : HOBO BAG ISID ORA,Leather,JNPT,Germany,Hamburg,379.38,12,NOS,31.62,12,PCS,343.2,28.6,EUR,26632.33,Sea,0
21-Dec-19,42022110,LEATHER LADIES HAND BAGS : MESSENGER ISI DORA,Leather,JNPT,Germany,Hamburg,331.29,9,NOS,36.81,9,PCS,299.7,33.3,EUR,23256.72,Sea,0
20-Dec-19,42022110,HAND BAGS OF LEATHER FOR LADIES,Leather,JNPT,Germany,Hamburg,6823.36,500,NOS,13.65,500,PCS,6925,13.85,USD,479000,Sea,0
20-Dec-19,42022110,LADIES LEATHER BAGS,Leather,JNPT,Canada,Brampton,11425.6,370,NOS,30.88,370,PCS,11425.6,30.88,USD,802077.12,Sea,0
20-Dec-19,42022110,LEATHER HAND BAG,Leather,JNPT,Germany,Hamburg,5506.1,302,NOS,18.23,302,PCS,5505.46,18.23,USD,386528.22,Sea,0
19-Dec-19,42022110,100% COW LEATHER LADIES HAND BAG,Leather,JNPT,Australia,Melbourne,5638.5,161,NOS,35.02,161,PCS,5638.22,35.02,USD,398641.95,Sea,0
19-Dec-19,42022110,50% COW & 50% SHEEP LEATHER LADIES HAND BAG,Leather,JNPT,Australia,Melbourne,2812.5,90,NOS,31.25,90,PCS,2812.5,31.25,USD,198843.78,Sea,0
19-Dec-19,42022110,LEATHER HAND BAGS- TAMAR BAGS / PA3265 ( COLOR- TAN / COLOR CODE - 869) (DETLS. A S PER INV),Leather,JNPT,Spain,Barcelona,10419,755,NOS,13.8,755,PCS,10419,13.8,USD,736623.24,Sea,0
19-Dec-19,42022110,LEATHER BAGS - 100% LEATHER HANDBAG AS PER INVOICE,Leather,JNPT,Spain,Valencia,10400,1300,NOS,8,1300,PCS,10400,8,USD,735280,Sea,0
19-Dec-19,42022110,LADIES LEATHER BAGS,Leather,JNPT,Canada,Brampton,3875.53,148,NOS,26.19,148,PCS,3877.6,26.2,USD,274000,Sea,0
19-Dec-19,42022110,LEATHER HAND BAGS- TINA BAGS / PA3266 (C OLOR- BLACK / COLOR CODE - 999) (DETLS. AS PER INV),Leather,JNPT,Spain,Barcelona,5642.5,305,NOS,18.5,305,PCS,5642.5,18.5,USD,398924.82,Sea,0
19-Dec-19,42022110,LEATHER HAND BAGS- SORAYA BAGS / PA3263 (COLOR- MULTI / COLOR CODE - 0AA) (DETLS . AS PER INV),Leather,JNPT,Spain,Barcelona,6160,440,NOS,14,440,PCS,6160,14,USD,435511.99,Sea,0
19-Dec-19,42022110,LADIES LEATHER BAGS,Leather,JNPT,Canada,Brampton,7553.04,222,NOS,34.02,222,PCS,7548,34,USD,534000,Sea,0
19-Dec-19,42022110,100% SHEEP LEATHER LADIES HAND BAG,Leather,JNPT,Australia,Melbourne,2714,115,NOS,23.6,115,PCS,2714,23.6,USD,191879.87,Sea,0
19-Dec-19,42022110,LEATHER HAND BAG WITH POLYESTER LINING,Leather,JNPT,France,Le Havre,14687.5,1250,NOS,11.75,1250,PCS,14687.5,11.75,USD,1038406.25,Sea,0
18-Dec-19,42022110,LEATHER BAGS - 100% LEATHER HANDBAG AS PER INVOICE,Leather,JNPT,Spain,Valencia,11000,1000,NOS,11,1000,PCS,11000,11,USD,777700,Sea,0
17-Dec-19,42022110,LADIES LEATHER HAND BAG FOR LADIES 100% COW LEATHER PLUM PYTHON COLOR NOIR 02,Leather,JNPT,France,Le Havre,2713.63,61,NOS,44.49,61,PCS,2464.4,40.4,EUR,191853.59,Sea,0
17-Dec-19,42022110,LADIES LEATHER CROSS BODY BAG,Leather,JNPT,Denmark,Aarhus,5627.4,420,NOS,13.4,420,PCS,5241.6,12.48,EUR,397857.1,Sea,0
16-Dec-19,42022110,HAND BAGS OF LEATHER FOR LADIES,Leather,JNPT,Germany,Hamburg,15390.62,1250,NOS,12.31,1250,PCS,15387.5,12.31,USD,1088116.92,Sea,0
16-Dec-19,42022110,LADIES COW LEATHER BAGS,Leather,JNPT,Denmark,Aarhus,8557.99,320,NOS,26.74,320,PCS,8556.8,26.74,USD,605050.14,Sea,0
16-Dec-19,42022110,LADIES LEATHER BAGS,Leather,JNPT,France,Le Havre,8232.22,200,NOS,41.16,200,PCS,7590,37.95,EUR,582018.28,Sea,0
13-Dec-19,42022110,LEATHER GOODS LADIES COW LEATHER BAG,Leather,JNPT,Denmark,Aarhus,3864.2,124,NOS,31.16,124,PCS,3863.84,31.16,USD,273198.79,Sea,0
13-Dec-19,42022110,LEATHER GOODS LADIES SHEEP LEATHER BAGS,Leather,JNPT,Germany,Hamburg,43215.23,2380,NOS,18.16,2380,PCS,39246.2,16.49,EUR,3055316.67,Sea,0
12-Dec-19,42022110,100% LADIES BUFF LEATHER BAGS,Leather,JNPT,Netherlands,Rotterdam,49983.65,1564,NOS,31.96,1564,PCS,49985.44,31.96,USD,3533844.38,Sea,0
12-Dec-19,42022110,LEATHER BAGS - 100% LEATHER HANDBAG AS PER INVOICE,Leather,JNPT,Spain,Valencia,9450,900,NOS,10.5,900,PCS,9450,10.5,USD,668115,Sea,0
12-Dec-19,42022110,LEATHER HAND BAGS FOR LADIES 19091/29302 1 ORDER NO. 112993,Leather,JNPT,Sweden,Gothenburg,7975,550,NOS,14.5,550,PCS,7975,14.5,USD,563832.44,Sea,0
12-Dec-19,42022110,LEATHER HAND BAGS FOR LADIES 19059/29273 4 ORDER NO 112277,Leather,JNPT,Sweden,Gothenburg,30800,1100,NOS,28,1100,PCS,30800,28,USD,2177560.17,Sea,0
12-Dec-19,42022110,LEATHER BAGS - 100% LEATHER HANDBAG AS PER INVOICE,Leather,JNPT,Spain,Valencia,7000,700,NOS,10,700,PCS,7000,10,USD,494900,Sea,0
12-Dec-19,42022110,LEATHER HAND BAGS FOR LADIES 18002/28873 9 ORDER NO 112271,Leather,JNPT,Sweden,Gothenburg,18676,560,NOS,33.35,560,PCS,18676,33.35,USD,1320393.33,Sea,0
12-Dec-19,42022110,LEATHER HAND BAGS FOR LADIES 19055/29270 6 ORDER NO 112081,Leather,JNPT,Sweden,Gothenburg,28215,950,NOS,29.7,950,PCS,28215,29.7,USD,1994800.26,Sea,0
11-Dec-19,42022110,LEATHER BAGS: MATAKEOFF CARRY ON BAG. GO AT LEATHER. COLOUR: BLACK 20050,Leather,JNPT,Denmark,Aarhus,8712,176,NOS,49.5,176,PCS,8712,49.5,USD,615938.45,Sea,0
11-Dec-19,42022110,LEATHER BAGS: MATAKEOFF CARRY ON BAG. GO AT LEATHER. COLOUR: COGNAC 20735,Leather,JNPT,Denmark,Aarhus,6880.5,139,NOS,49.5,139,PCS,6880.5,49.5,USD,486451.3,Sea,0
11-Dec-19,42022110,LADIES LEATHER HAND-BAG MADDY SLIM XBODY BAG 100% SHEEP LEATHER,Leather,Bombay Air,Germany,Dusseldorf,11600,800,NOS,14.5,800,PCS,11600,14.5,USD,820120.25,Air,0
11-Dec-19,42022110,LADIES LEATHER HAND-BAG MADDY SATCHEL BAG 100% SHEEP LEATHER,Leather,Bombay Air,Germany,Dusseldorf,143000,5500,NOS,26,5500,PCS,143000,26,USD,10110100.11,Air,0
10-Dec-19,42022110,LADIES LEATHER HAND BAG FOR LADIES 100% COW LEATHER REPORTER FRINGE PO NO.IQ36B 013 COLOR NOIR 02,Leather,JNPT,France,Le Havre,13355.07,382,NOS,34.96,382,PCS,12128.5,31.75,EUR,944203.73,Sea,0
10-Dec-19,42022110,EXHIBITION GOODS COW COW SUEDE (BOS TA URUS) LEATHER GOODS AND OTHER ACCESSORIE S LEATHER LADIES HAND BAG SUED LEATHER L,Leather,JNPT,Netherlands,Rotterdam,350,307,NOS,1.14,307,PCS,795.13,2.59,USD,24745,Sea,0
10-Dec-19,42022110,LADIES LEATHER HAND BAG FOR LADIES 100% COW LEATHER SMALL MESSENGER PO NO.IQ36B0 11 COLOR CAMEL61,Leather,JNPT,France,Le Havre,1073.6,50,NOS,21.47,50,PCS,975,19.5,EUR,75903.75,Sea,0
10-Dec-19,42022110,LEATHER HAND BAG,Leather,JNPT,Germany,Rotterdam,2751,140,NOS,19.65,140,PCS,2751,19.65,USD,194495.7,Sea,0
10-Dec-19,42022110,LADIES LEATHER HAND BAG FOR LADIES 100% COW LEATHER SAC COLOR EMERAUDE 55,Leather,JNPT,France,Le Havre,3658.18,196,NOS,18.66,196,PCS,3657.36,18.66,USD,258633.27,Sea,0
09-Dec-19,42022110,LADIES LEATHER BAGS,Leather,JNPT,Denmark,Aarhus,4532,265,NOS,17.1,265,PCS,4531.5,17.1,USD,320412.4,Sea,0
09-Dec-19,42022110,LEATHER 100 % COW LEATHER BAG,Leather,JNPT,Denmark,Kobenhavn,24899.34,1005,NOS,24.78,1005,PCS,22612.5,22.5,EUR,1760383.13,Sea,0
09-Dec-19,42022110,LADIES LEATHER BAGS,Leather,JNPT,Denmark,Aarhus,71156.9,4072,NOS,17.47,4072,PCS,71137.84,17.47,USD,5030793.03,Sea,0
09-Dec-19,42022110,LEATHER BAGS,Leather,JNPT,Denmark,Aarhus,9454.69,570,NOS,16.59,570,PCS,8806.5,15.45,EUR,668446.57,Sea,0
09-Dec-19,42022110,LEATHER GOODS: NAHLA BUM BAG,Leather,JNPT,Denmark,Aarhus,462.48,20,NOS,23.12,20,PCS,420,21,EUR,32697.02,Sea,0
09-Dec-19,42022110,LEATHER GOODS: ANIKA SHOPPER BAG,Leather,JNPT,Denmark,Aarhus,1272.91,34,NOS,37.44,34,PCS,1156,34,EUR,89994.6,Sea,0
09-Dec-19,42022110,LEATHER GOODS: ANIKA MIDI BAG,Leather,JNPT,Denmark,Aarhus,802.72,27,NOS,29.73,27,PCS,729,27,EUR,56752.64,Sea,0
04-Dec-19,42022110,LADIES HAND BAGS ( PURSE ),Leather,Bombay Air,Canada,Vancouver,503.96,59,NOS,8.54,59,PCS,674.96,11.44,CAD,35806.69,Air,0
04-Dec-19,42022110,BAG 100 % GOAT LEATHER HANDBAG,Leather,JNPT,Spain,Valencia,39241.47,827,NOS,47.45,827,PCS,39241.15,47.45,USD,2788106.75,Sea,0
04-Dec-19,42022110,LADIES PURSE CLOTH HAND BAGS,Leather,JNPT,Mauritius,Louis,593.4,989,NOS,0.6,989,PCS,593.4,0.6,USD,42161.08,Sea,0
03-Dec-19,42022110,LEATHER BAGS STYLEETUD-295R1 LUKE CLEA N BACKPACK,Leather,JNPT,Denmark,Aarhus,3563.77,120,NOS,29.7,120,PCS,3564,29.7,USD,253205.52,Sea,0
03-Dec-19,42022110,LEATHER BAGS STYLEETUD-315 ANOUK SMALL DOUBLE ZIP CROSSBODY,Leather,JNPT,Denmark,Aarhus,1336.41,75,NOS,17.82,75,PCS,1410.75,18.81,EUR,94951.82,Sea,0
03-Dec-19,42022110,LEATHER BAGS STYLEETUD-298R1 LUKE CLEA N BRIEF 2 ROOM,Leather,JNPT,Denmark,Aarhus,907.44,25,NOS,36.3,25,PCS,825,33,EUR,64473.54,Sea,0
03-Dec-19,42022110,LEATHER BAGS STYLEETUD-297R1 LUKE CLEA N BRIEF 1ROOM,Leather,JNPT,Denmark,Aarhus,2232.86,70,NOS,31.9,70,PCS,2030,29,EUR,158644.59,Sea,0
03-Dec-19,42022110,LEATHER BAGS STYLEETUD-298 R1 LUKE CLE AN BRIEF 2 ROOM,Leather,JNPT,Denmark,Aarhus,3593.47,99,NOS,36.3,99,PCS,3267,33,EUR,255315.72,Sea,0
03-Dec-19,42022110,LEATHER BAGS STYLEETUD-198 THOR MINI M ESSENGER,Leather,JNPT,Denmark,Aarhus,2798.22,212,NOS,13.2,212,PCS,2544,12,EUR,198813.69,Sea,0
03-Dec-19,42022110,LEATHER BAGS STYLEETUD-237 ANIUK BUMBA G,Leather,JNPT,Denmark,Aarhus,4355.73,264,NOS,16.5,264,PCS,3960,15,EUR,309474.42,Sea,0
03-Dec-19,42022110,LEATHER BAGS STYLEETUD-304 THOR BACKPA CK,Leather,JNPT,Denmark,Aarhus,10983.73,352,NOS,31.2,352,PCS,10982.4,31.2,USD,780393.97,Sea,0
03-Dec-19,42022110,LEATHER BAGS ARTT17113 BLACK / COGNAC / DARK GREEN,Leather,JNPT,Netherlands,Rotterdam,12804.96,410,NOS,31.23,410,PCS,12915,31.5,USD,909792.52,Sea,0
03-Dec-19,42022110,LEATHER BAGS ARTT19062 BLACK / COGNAC /AMBER /PETROL,Leather,JNPT,Netherlands,Rotterdam,15181.54,528,NOS,28.75,528,PCS,15312,29,USD,1078648.52,Sea,0
03-Dec-19,42022110,LEATHER BAGS ARTT0031 BLACK,Leather,JNPT,Netherlands,Rotterdam,3271.88,100,NOS,32.72,100,PCS,3300,33,USD,232467.05,Sea,0
03-Dec-19,42022110,LEATHER BAGS ARTT19062 AMBER,Leather,JNPT,Netherlands,Rotterdam,718.82,25,NOS,28.75,25,PCS,725,29,USD,51072.46,Sea,0
03-Dec-19,42022110,LEATHER BAGS ARTT19063 BLACK / COGNAC/ PETROL,Leather,JNPT,Netherlands,Rotterdam,16332.15,599,NOS,27.27,599,PCS,16472.5,27.5,USD,1160399.31,Sea,0
03-Dec-19,42022110,LEATHER BAGS STYLEETUD-147 ANOUK MULTI CROSSBODY,Leather,JNPT,Denmark,Aarhus,7984.17,460,NOS,17.36,460,PCS,7985.6,17.36,USD,567275.15,Sea,0
03-Dec-19,42022110,LEATHER BAGS STYLEETUD-076 DUNDEE 2 RO OM BRIEF,Leather,JNPT,Denmark,Aarhus,1867.31,58,NOS,32.2,58,PCS,1697.66,29.27,EUR,132672.09,Sea,0
03-Dec-19,42022110,LEATHER 100 % COW LEATHER COW SUEDE FOIL ED BAG,Leather,JNPT,Denmark,Kobenhavn,8385.59,321,NOS,26.12,321,PCS,7623.75,23.75,EUR,595796.21,Sea,0
03-Dec-19,42022110,LEATHER 80 % COW CROCO 20 % LAMB LEATHER BAG,Leather,JNPT,Denmark,Kobenhavn,9467.92,345,NOS,27.44,345,PCS,8607.75,24.95,EUR,672695.59,Sea,0
03-Dec-19,42022110,LEATHER BAGS STYLEETUD-076 DUNDEE BRIE F 2 ROOM W/CROCO,Leather,JNPT,Denmark,Aarhus,965.85,30,NOS,32.2,30,PCS,878.1,29.27,EUR,68623.6,Sea,0
03-Dec-19,42022110,LEATHER BAGS STYLEETUD-239 ANOUK HOBO,Leather,JNPT,Denmark,Aarhus,4632.9,156,NOS,29.7,156,PCS,4633.2,29.7,USD,329167.58,Sea,0
03-Dec-19,42022110,LEATHER BAGS STYLEETUD-234 ANOUK SMALL MESSENGER,Leather,JNPT,Denmark,Aarhus,7785.86,286,NOS,27.22,286,PCS,7784.92,27.22,USD,553185.06,Sea,0
03-Dec-19,42022110,LEATHER BAGS STYLEETUD-077R1 DUNDEE CL EAN WEEKEND BAG,Leather,JNPT,Denmark,Aarhus,10639.07,265,NOS,40.15,265,PCS,9672.5,36.5,EUR,755905.63,Sea,0
03-Dec-19,42022110,LEATHER BAGS STYLEETUD-197 THOR MESSAN GER,Leather,JNPT,Denmark,Aarhus,1514.61,81,NOS,18.7,81,PCS,1377,17,EUR,107613,Sea,0
03-Dec-19,42022110,LEATHER BAGS STYLEETUD-300R1 LUKE CLEA N BUMBAG,Leather,JNPT,Denmark,Aarhus,2748.72,192,NOS,14.32,192,PCS,2749.44,14.32,USD,195296.69,Sea,0
